222,5.28,11.65,0,64.3,55.1,0
220,4.26,11.58,0,64.4,55.1,0
335,5.48,13.3,0,64.5,55.1,0
379,5.86,13.7,0,64.9,55.1,0
677,6.81,16.64,0,65.4,55.2,0
265,5.34,12.25,0,66.3,55.4,0
447,5.71,14.46,0,66.3,55.5,0
250,4.86,11.95,0,66.6,55.6,0
554,6.8,15.65,0,66.3,55.7,0
566,6.45,15.73,0,66.8,55.8,0
276,5.46,12.41,0,67.3,56,0
236,5.88,11.83,0,67.1,56.1,0
520,6.48,15.29,0,67,56.1,0
632,6.5,16.29,0,67.5,56.3,0
465,6.04,14.71,0,68.2,56.7,0
283,5.33,12.55,0,68.3,56.9,0
533,6.39,15.43,0,67.8,57,0
328,5.43,13.09,0,68,57,0
469,6.02,14.78,0,67.8,57.1,0
527,6.62,15.33,0,68.1,57.1,0
299,4.75,12.7,0,68.3,57.2,0
291,5.27,12.72,0,68,57.3,0
417,5.61,14.22,0,67.8,57.3,0
274,4.8,12.36,0,67.8,57.3,0
239,4.98,11.71,0,67.5,57.3,0
534,6.19,15.4,0,67.1,57.1,0
419,6.78,14.21,0,67.6,57.1,0
514,6.53,15.28,0,68,57.3,0
457,6.1,14.68,0,68.3,57.3,0
492,6.1,14.99,0,68.5,57.4,0
552,6.57,15.54,0,68.7,57.5,0
738,7.35,17.27,0,69,57.6,0
1021,8.28,17.35,0,69.6,58,0
961,8.16,17.32,0,70.3,58.5,0
824,6.82,17.41,0,70.8,59.1,0
813,7.31,17.42,0,71.3,59.8,0
585,6.41,15.89,0,71.5,60.3,0
483,6.1,14.87,0,71.3,60.6,0
458,6.1,14.7,0,71,60.7,0
361,5.07,13.44,0,70.6,60.8,0
406,5.89,14,0,70.1,60.6,0
442,5.82,14.56,0,70,60.5,0
426,5.68,14.37,0,70,60.4,0
355,5.57,13.45,0,69.9,60.3,0
410,6.25,14.09,0,69.6,60.3,0
642,6.76,16.38,0,69.5,60.1,0
625,6.75,16.25,0,70,60.2,0
575,5.98,15.78,0,70.4,60.5,0
468,6.81,14.79,0,70.6,60.6,0
594,6.3,16.01,0,70.7,60.7,0
663,7.29,16.61,0,70.8,60.8,0
551,6.84,15.61,0,71.3,61.1,0
556,6.59,15.67,0,71.4,61.3,0
396,5.73,13.97,0,71.5,61.3,0
513,6.4,15.21,0,71.5,61.4,0
316,5.02,12.99,0,71.4,61.4,0
277,5.12,12.42,0,70.9,61.3,0
198,4.17,11.12,0,70.3,61.1,0
553,6.56,15.66,0,69.7,60.9,0
1033,8.37,17.35,0,70.1,60.8,0
874,7.69,17.4,0,71,61.1,0
698,7.05,16.91,0,71.8,61.5,0
689,7.11,16.81,0,72.2,62,0
583,6.5,15.91,0,72.5,62.3,0
635,6.86,16.43,0,72.5,62.5,0
578,6.56,15.82,0,72.5,62.7,0
991,7.95,17.44,0,72.6,63,0
1086,8.29,17.48,0,73,63.5,0
808,6.98,17.35,0,73.3,64.2,0
1082,8.43,17.39,0,73.1,64.9,0
860,8.82,17.28,0,72.8,65.6,0
388,5.53,13.98,0,72.3,66.3,0
510,6.4,15.21,0,71.1,66.6,0
588,6.72,15.93,0,70.4,66.9,0
329,5.66,13.1,0,70.1,67.3,0
839,7.35,17.4,0,69.4,67.3,0
662,6.37,16.6,0,69.5,67.7,0
1218,8.96,17.32,0,69.6,68.2,0
760,7.42,17.36,0,69.9,68.7,0
1029,7.72,17.48,0,70,69.3,0
842,8.14,17.36,0,70.1,69.9,0
667,6.86,16.75,0,70.1,70.5,0
593,6.76,16.01,0,69.9,72.1,0
546,6.38,15.56,0,69.6,74.1,0
684,6.76,16.78,0,69.2,75.8,0
781,7.51,17.36,0,69.2,77.1,0
726,7.15,17.05,0,69.2,78.5,0
1142,8.35,17.38,0,69.2,79.6,0
953,8.39,17.35,0,69.4,80.6,0
1088,8.91,17.35,0,69.5,81.6,0
836,7.99,17.34,0,69.5,82.3,0
1168,8.16,17.48,0,69.5,83.1,0
942,8.89,17.3,0,69.5,83.6,0
737,8.14,17.25,0,69.6,84.1,0
1111,7.94,17.43,0,69.5,84.6,0
1223,8.58,17.45,0,69.5,85,0
1124,8.58,17.43,0,69.5,85.3,0
783,7.58,17.37,0,69.5,85.7,0
489,6.78,14.98,0,69.3,86,0
683,7.32,16.75,0,68.8,85.7,0
530,6.47,15.43,0,68.7,85.8,0
469,5.98,14.76,0,68.2,85.5,0
348,5.78,13.36,0,67.9,84.3,0
296,5.52,12.81,0,67.9,83,0
217,4.47,11.56,0,67.7,81.6,0
261,4.85,12.19,0,67.3,80.1,0
414,5.45,14.17,0,67,78.8,0
567,6.7,15.79,0,67.5,78.1,0
467,6.39,14.7,0,68.1,78,0
583,7.12,15.86,0,68.6,77.6,0
451,6.03,14.62,0,68.9,77.1,0
502,5.89,15.13,0,69.1,76.5,0
743,7.79,17.23,0,69.5,76.5,0
614,6.99,16.19,0,70,77.5,0
589,7.03,15.95,0,70.2,77.8,0
599,6.94,16.01,0,70.3,77.5,0
658,7.03,16.61,0,70.5,77.3,0
553,6.46,15.71,0,70.6,77.3,0
362,5.25,13.54,0,70.7,77.2,0
615,6.76,16.16,0,70.3,76.5,0
857,8.26,17.36,0,70.5,76.4,0
964,7.74,17.4,0,71.1,77.1,0
777,7.15,17.4,0,71.6,77.8,0
866,7.28,17.43,0,72.1,78.3,0
857,7.43,17.36,0,72.4,78.7,0
802,7.36,17.42,0,72.7,79.1,0
724,6.91,17.19,0,72.8,79.3,0
735,7.28,17.14,0,72.4,79.5,0
469,6.01,14.77,0,71.9,79.6,0
825,7.37,17.39,0,71.1,79.1,0
539,6.16,15.54,0,70.8,79,0
659,6.61,16.62,0,70.5,78.8,0
616,6.86,16.26,0,70.1,78.5,0
627,6.58,16.22,0,69.8,78,0
811,8.32,17.35,0,69.5,77.7,0
713,7.41,16.96,0,69.6,78,0
610,6.63,16.06,0,69.6,78.3,0
701,7.36,16.93,0,69.4,78.3,0
635,7.11,16.46,0,69.4,78.5,0
418,6.62,14.27,0,69.1,78.5,0
659,7.13,16.68,0,68.5,78,0
590,6.49,15.93,0,68.3,78,0
444,5.7,14.52,0,68.6,78.1,0
324,5.14,13.08,0,68.7,77.5,0
768,7.83,17.33,0,68.7,76.8,0
639,7.04,16.42,0,69.5,77.2,0
1172,9.18,17.48,0,70.1,77.8,0
1173,9.11,17.42,0,71,78.3,0
981,8.28,17.39,0,71.6,78.8,0
1014,7.79,17.41,0,72,79.1,0
1412,9.36,17.46,0.01,72.3,79.3,0
1140,8.2,17.4,0,72.8,79.6,0
937,7.94,17.43,0,72.9,79.8,0
1023,8.31,17.4,0,72.6,79.8,0
860,8.21,17.35,0,72.3,79.8,0
701,7.65,16.94,0,72,79.9,0
418,5.69,14.3,0,71.6,79.9,0
984,7.89,17.44,0,70.7,79.1,0
756,7.53,17.33,0,70.5,78.9,0
711,6.69,17.13,0,70.3,79,0
574,6.96,15.81,0,70.1,78.9,0
972,7.32,17.37,0.44,69.6,78.3,0
915,7.99,17.36,0,69.5,77.9,0
940,8.16,17.41,0,69.5,78,0
751,6.92,17.29,0,69.6,78.3,0
926,8.52,17.33,0,69.5,78.5,0
1142,7.39,17.46,0,69.5,78.6,0
933,8.34,17.35,0,69.4,78.8,0
864,7.39,17.44,0,69.3,78.7,0
1345,9.38,17.37,0,69.3,78.7,0
1450,9.69,17.39,0,69.4,78.7,0
860,8.11,17.36,0,69.5,78.8,0
1066,7.75,17.48,0,69.4,79,0
897,8.06,17.4,0,69.3,79.3,0
633,6.19,16.34,0,69.2,79.2,0
967,7.63,17.42,0,68.8,79,0
1171,8.44,17.54,0,68.6,78.5,0
1040,7.41,17.41,0,68.8,78.4,0
1140,8.91,17.37,0,68.9,78.3,0
1252,8.91,17.35,0,68.9,78.4,0
973,8.29,17.47,0,69,78.5,0
1119,8.69,17.4,0,69,78.6,0
1173,9.08,17.39,0,69,79,0
1067,8.39,17.4,0,69,79.3,0
1057,8.22,17.43,0,69,79.7,0
1078,8.59,17.43,0,69,80,0
1183,9.71,17.36,0,69,80.2,0
1279,9.61,17.33,0,69,80.3,0
1210,8.26,17.48,0,69,80.4,0
1133,8.17,17.52,0,69,80.3,0
1060,8.21,17.41,0,69,80.3,0
833,7.42,17.4,0,68.9,80.3,0
899,7.16,17.45,0,68.8,80.3,0
819,7,17.41,0,68.7,80.2,0
564,6.75,15.6,0,68.6,80,0
803,7.61,17.35,0,68.7,79.5,0
697,6.83,16.91,0,69.2,79.2,0
737,7.49,17.33,0,69.7,79.1,0
547,6.2,15.49,0,70.1,79.1,0
1011,8.36,17.33,0,70.3,78.7,0
765,7.73,17.36,0,70.7,78.6,0
1367,9.43,17.4,0,71.1,78.4,0
1102,8.41,17.41,0,71.5,78.3,0
1069,8.2,17.4,0,71.9,78.2,0
706,7.02,17.02,0,72.2,78.1,0
1191,8.49,17.48,0,72.3,78,0
888,7.26,17.43,0,72,78,0
836,7.06,17.43,0,71.5,78,0
998,8.67,17.41,0,71.1,78,0
1105,7.81,17.45,0,70.9,78,0
1164,8.91,17.46,0,70.6,78.1,0
953,8.86,17.4,0,70.5,78.1,0
1012,8.68,17.29,0,70.3,78.2,0
731,7.23,17.21,0,70.1,78.2,0
1014,7.45,17.53,0,70,78.1,0
1349,8.88,17.4,0,69.8,78.1,0
898,9.11,17.3,0,69.8,78.1,0
1166,8.4,17.4,0,69.8,78.3,0
1110,8.25,17.47,0,69.6,78.4,0
956,7.32,17.4,0,69.6,78.4,0
1072,8.84,17.31,0,69.5,78.5,0
1052,8.85,17.43,0,69.5,78.5,0
1227,9.44,17.47,0,69.5,78.4,0
967,8.6,17.4,0,69.5,78.2,0
853,7.35,17.45,0,69.3,78.1,0
665,7.44,16.69,0,69.2,78,0
642,6.63,16.46,0,68.9,77.8,0
805,7.67,17.44,0,68.5,77.4,0
666,7.07,16.69,0,68.6,77.1,0
1212,7.97,17.4,0,68.5,76.8,0
1075,9.23,17.33,0,69.2,76.5,0
836,7.81,17.41,0,69.9,76.2,0
1309,9.28,17.4,0,70.4,76,0
